,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1773,Mirrors,Justin Timberlake,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,484147
1774,Sheela-na-gig,PJ Harvey,0.483,0.535,-16.625,0.0453,0.0099,0.00029,0.117,0.418,127.077,192107
1775,LMK,Kelela,0.595,0.61,-7.007,0.033,0.091,0.0,0.16,0.504,99.529,218319
1776,(Just Like) Starting Over - Remastered 2010,John Lennon,0.681,0.709,-8.542,0.0878,0.313,5.45e-05,0.308,0.412,99.14,238000
1777,Ladi Dadi,Doug E. Fresh,0.616,0.703,-10.545,0.622,0.577,0.0,0.0895,0.72,182.322,268278
1778,Hallowed Be Thy Name - 1998 Remastered Version,Iron Maiden,0.304,0.909,-5.162,0.0362,0.00185,0.122,0.362,0.348,103.99,432800
1779,I'll Be Around,The Spinners,0.593,0.791,-8.698,0.068,0.175,0.0,0.0976,0.63,112.295,188800
1780,Rio - 2009 Remaster,Duran Duran,0.544,0.873,-7.425,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902,337333
1781,Danger! High Voltage (Soulchild Radio Mix),Electric Six,0.657,0.699,-4.718,0.0297,2.15e-05,0.153,0.0525,0.523,123.017,214600
1782,Paris 1919,John Cale,0.742,0.321,-13.728,0.0315,0.963,0.0432,0.11,0.613,107.349,246800
1783,Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],Run The Jewels,0.72,0.663,-6.534,0.282,0.0127,0.0,0.141,0.487,79.944,234160
1784,Killing Me Softly With His Song,Fugees,0.765,0.29,-17.117,0.139,0.0279,1.02e-06,0.571,0.506,92.409,298773
1785,Are You Gonna Go My Way,Lenny Kravitz,0.619,0.67,-10.322,0.0353,0.00165,0.0109,0.331,0.777,129.269,211933
1786,Falling,HAIM,0.741,0.894,-5.648,0.069,0.076,4.89e-05,0.0835,0.297,111.969,257733
1787,I'll Be There,The Jackson 5,0.314,0.528,-7.23,0.0338,0.582,1.98e-06,0.497,0.313,186.332,239760
1788,All Is Full Of Love - Original Mix,Björk,0.486,0.478,-10.125,0.0269,0.0524,0.111,0.103,0.0378,152.034,284027
1789,The Lamb Lies Down On Broadway - 2008 Remaster,Genesis,0.375,0.758,-7.887,0.0888,0.535,0.0,0.0908,0.212,117.057,294523
1790,Shout,Tears For Fears,0.505,0.986,-4.268,0.0583,0.211,1.29e-05,0.599,0.388,97.891,395600
1791,Echo Beach - 2002 Remastered Version,Martha and the Muffins,0.526,0.669,-10.552,0.0337,0.148,1.8e-05,0.0569,0.86,163.537,216800
1792,Everything Counts,Depeche Mode,0.627,0.6,-13.372,0.0273,0.187,0.0,0.312,0.704,113.669,261067
1793,I Feel Fine - Remastered,The Beatles,0.568,0.796,-8.085,0.0465,0.276,8.64e-06,0.203,0.763,90.063,139680
1794,It's A Shame About Ray,The Lemonheads,0.645,0.792,-8.671,0.0304,0.00164,0.000126,0.0799,0.705,131.388,187040
1795,Don't Leave Me This Way - Single Version,Thelma Houston,0.549,0.69,-8.024,0.0805,0.0436,2.57e-05,0.084,0.611,121.705,215333
1796,"Requiem pour un c... - BOF ""Le pacha""",Serge Gainsbourg,0.842,0.492,-11.22,0.291,0.013,0.0444,0.0644,0.625,99.091,171533
1797,Jasmine,Jai Paul,0.669,0.212,-13.756,0.108,0.746,0.905,0.16,0.227,90.037,248240
1798,Energy Flash,Joey Beltram,0.72,0.583,-8.333,0.0409,0.000766,0.649,0.354,0.403,122.825,350813
1799,Don't Look Back into the Sun,The Libertines,0.237,0.842,-4.05,0.093,0.00561,0.000882,0.294,0.602,89.744,178267
1800,Lovefool - Radio Edit,The Cardigans,0.644,0.599,-7.936,0.029,0.0443,0.0,0.286,0.941,111.829,193893
1801,They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,0.761,0.683,-10.889,0.164,0.141,0.0,0.342,0.671,101.787,286693
1802,Joga,Björk,0.319,0.683,-6.942,0.0589,0.394,0.000181,0.0807,0.26,146.19,305360
1803,Nightswimming,R.E.M.,0.559,0.458,-8.202,0.0301,0.765,2.06e-05,0.0979,0.551,114.204,258267
1804,Nel blu dipinto di blu (Volare),Domenico Modugno,0.504,0.0806,-14.16,0.0412,0.901,0.0,0.168,0.376,127.972,217574
1805,Who Am I (What's My Name)?,Snoop Dogg,0.692,0.833,-3.974,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,246320
1806,SexyBack (feat. Timbaland),Justin Timberlake,0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733
1807,Bad - Remastered 2009,U2,0.373,0.681,-9.055,0.0296,0.0116,0.000827,0.0905,0.34,98.7,368440
1808,Where's Your Head At,Basement Jaxx,0.604,0.924,-4.848,0.0303,7.53e-05,0.119,0.332,0.411,127.862,283533
1809,Seven and Seven Is (LP) - Version,Love,0.453,0.788,-9.23,0.0341,0.00438,0.000121,0.131,0.55,78.504,139160
1810,Yes - Full Version,McAlmont & Butler,0.422,0.776,-7.127,0.0381,0.0244,0.0,0.143,0.405,109.796,293893
1811,Across 110th Street (Taken From 'Across 110th Street'),Johnson,0.472,0.561,-15.723,0.0582,0.128,2.09e-06,0.113,0.5,109.825,230267
1812,Sexx Laws,Beck,0.646,0.915,-4.108,0.0451,0.0137,1.17e-05,0.0766,0.861,133.976,219227
1813,Papua New Guinea,The Future Sound Of London,0.55,0.575,-14.882,0.0446,0.00163,0.68,0.133,0.371,124.87,405351
1814,Maybe,The Chantels,0.269,0.358,-8.511,0.032,0.829,0.00138,0.112,0.38,205.842,170852
1815,Bust A Move,Young MC,0.944,0.486,-15.642,0.209,0.0832,7.9e-05,0.0724,0.795,117.572,262200
1816,Hello It's Me,Todd Rundgren,0.578,0.848,-6.842,0.0261,0.0563,0.00426,0.0963,0.779,87.246,264093
1817,Roscoe,Midlake,0.557,0.704,-8.304,0.0317,0.62,1.22e-05,0.13,0.565,121.742,286880
1818,Love Reign O'er Me,The Who,0.293,0.727,-9.495,0.069,0.198,0.0576,0.133,0.232,116.895,347667
1819,Too Much Too Young - 2002 Remastered Version,The Specials,0.789,0.546,-10.298,0.0446,0.0357,0.261,0.182,0.86,133.896,365733
1820,Live to Tell,Madonna,0.673,0.314,-14.156,0.0279,0.411,0.0334,0.107,0.27,109.841,353000
1821,Bulls On Parade,Rage Against The Machine,0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,229467
1822,See See Rider Blues - Remastered,Ma Rainey,0.457,0.118,-16.838,0.0472,0.996,0.877,0.247,0.312,69.72,199120
1823,Doll Parts,Hole,0.245,0.524,-8.195,0.0322,0.137,4.25e-06,0.0999,0.365,204.245,211487
1824,Deacon Blues,Steely Dan,0.745,0.586,-12.487,0.0359,0.457,0.000295,0.119,0.604,115.857,456640
1825,Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,0.465,0.747,-9.882,0.0473,0.301,0.0,0.12,0.628,135.526,423667
1826,Birdhouse in Your Soul,They Might Be Giants,0.61,0.819,-8.323,0.0666,0.00381,7.92e-06,0.285,0.454,100.057,198920
1827,The Queen Is Dead - 2011 Remaster,The Smiths,0.513,0.898,-6.242,0.0524,0.00106,0.0212,0.791,0.61,140.452,387147
1828,Big Time Sensuality,Björk,0.728,0.717,-12.949,0.101,7.34e-05,0.0172,0.167,0.566,118.589,236667
1829,Dead Flowers,The Rolling Stones,0.559,0.766,-7.78,0.0284,0.138,0.000107,0.201,0.948,130.396,243160
1830,Helicopter,Deerhunter,0.504,0.718,-7.202,0.039,0.219,0.503,0.257,0.418,73.984,298173
1831,Peaches - 1996 Remaster,The Stranglers,0.567,0.576,-9.718,0.0634,0.00887,0.00895,0.0677,0.963,71.306,245493
1832,Jive Talkin',Bee Gees,0.811,0.571,-12.975,0.0553,0.154,0.178,0.169,0.682,105.897,222000
1833,Django,The Modern Jazz Quartet,0.602,0.241,-13.893,0.0421,0.857,0.00456,0.153,0.187,110.299,423160
1834,Hate It Or Love It,The Game,0.796,0.782,-4.805,0.21,0.146,0.0,0.13,0.418,99.978,207440
1835,Dream Baby Dream - Long Version,Suicide,0.425,0.754,-8.521,0.0653,0.00246,0.104,0.581,0.615,144.131,380332
1836,Magic Bus - Original Stereo Version,The Who,0.65,0.834,-10.444,0.116,0.00453,3.35e-05,0.224,0.708,94.198,196293
1837,Singin' The Blues,Bix Beiderbecke And Frankie Trumbauer,0.652,0.14,-15.658,0.0743,0.995,0.91,0.0691,0.82,135.995,182227
1838,Rock 'N' Roll Suicide - 2012 Remastered Version,David Bowie,0.457,0.308,-11.474,0.0398,0.309,1.5e-06,0.107,0.272,103.111,178266
1839,If You Tolerate This Your Children Will Be Next,Manic Street Preachers,0.222,0.81,-6.189,0.0399,0.000188,0.0181,0.084,0.266,96.302,290960
1840,Deceptacon,Le Tigre,0.605,0.869,-3.32,0.0644,0.0583,0.00494,0.0842,0.64,160.496,184533
1841,Baby's On Fire - 2004 Digital Remaster,Brian Eno,0.454,0.8,-7.705,0.0402,0.00338,0.00134,0.0937,0.43,121.818,319373
1842,Latch,Disclosure,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632
1843,Running Scared,Roy Orbison,0.557,0.411,-9.741,0.033,0.804,0.000176,0.138,0.385,127.705,132200
1844,Gimme All Your Lovin',ZZ Top,0.63,0.788,-6.7,0.0298,0.00322,0.0237,0.0883,0.63,120.059,241080
1845,Choo Choo Ch' Boogie,Louis Jordan & His Tympany Five,0.692,0.779,-7.635,0.0488,0.819,1.05e-06,0.166,0.694,170.892,165053
1846,Jesus Built My Hotrod,Ministry,0.541,0.91,-5.114,0.0529,4.33e-06,0.597,0.79,0.397,125.076,292587
1847,John Wayne Gacy. Jr.,Sufjan Stevens,0.467,0.183,-14.845,0.0409,0.92,1.07e-05,0.12,0.194,80.939,199920
1848,The Lonesome Death of Hattie Carroll,Bob Dylan,0.523,0.177,-12.411,0.0395,0.884,0.0,0.276,0.236,140.116,344631
1849,Eight Days A Week - Remastered,The Beatles,0.652,0.583,-7.811,0.038,0.412,0.0,0.119,0.744,138.134,163600
1850,Really Doe,Danny Brown,0.692,0.983,-3.469,0.29,0.0417,0.0,0.21,0.792,75.992,319434
1851,Roundabout - 2008 Remaster,Yes,0.411,0.845,-6.821,0.0835,0.117,0.0146,0.0763,0.391,132.876,515960
1852,Cornflake Girl,Tori Amos,0.631,0.638,-8.958,0.0274,0.4,0.000516,0.216,0.812,133.739,305493
1853,Moon River(Vocal Audrey Hepburn),Henry Mancini,0.39,0.0235,-19.695,0.0345,0.937,0.00128,0.099,0.155,133.403,125585
1854,Sunshine Superman,Donovan,0.629,0.677,-7.239,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,195000
1855,Welcome To Jamrock,Damian Marley,0.835,0.661,-6.502,0.333,0.0208,0.0,0.449,0.753,76.723,213200
1856,Bad - 2012 Remaster,Michael Jackson,0.787,0.889,-3.786,0.0397,0.00462,0.423,0.0665,0.394,114.091,247360
1857,Seasons in the Sun,Terry Jacks,0.623,0.427,-14.58,0.05,0.443,0.0,0.1,0.899,99.167,205587
1858,Tonight's the Night (Gonna Be Alright),Rod Stewart,0.517,0.717,-7.786,0.0541,0.425,7.33e-05,0.164,0.767,136.731,236173
1859,Keep The Car Running,Arcade Fire,0.48,0.902,-6.259,0.0339,0.344,0.0316,0.065,0.276,96.474,208887
1860,Behind Blue Eyes,The Who,0.41,0.53,-10.793,0.0342,0.126,2.36e-05,0.285,0.263,128.556,221693
1861,I Ain't Marching Anymore,Phil Ochs,0.498,0.492,-6.517,0.0458,0.633,0.0,0.0762,0.662,131.104,154893
1862,Black Steel,Tricky,0.444,0.81,-9.063,0.0727,0.00539,0.016,0.0921,0.719,170.01,340000
1863,"Stay Fly (feat. Young Buck, Eightball & MJG)",Three 6 Mafia,0.789,0.881,-5.758,0.0331,0.108,0.0,0.355,0.647,133.301,236600
1864,Idiot Wind,Bob Dylan,0.431,0.543,-12.507,0.0488,0.354,8.98e-05,0.106,0.619,157.384,467493
1865,Computer Love - 2009 Remaster,Kraftwerk,0.713,0.622,-11.466,0.0299,0.802,0.845,0.0944,0.516,124.693,439440
1866,Plug in Baby,Muse,0.408,0.965,-4.232,0.05,6.94e-06,0.000402,0.11,0.349,136.018,218000
1867,Chapel Of Love,The Dixie Cups,0.539,0.364,-13.56,0.0341,0.395,0.0,0.131,0.59,123.056,167773
1868,Dreaming - Remastered,Blondie,0.343,0.901,-5.373,0.0419,0.00244,0.000147,0.0801,0.798,161.69,188427
1869,Yet Again,Grizzly Bear,0.472,0.875,-5.024,0.0446,0.00345,0.00576,0.128,0.461,136.064,318423
1870,Dirty Deeds Done Dirt Cheap,AC/DC,0.666,0.905,-4.923,0.168,0.214,0.00199,0.125,0.502,135.633,231933
1871,Through The Wire,Kanye West,0.571,0.739,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227
1872,Seether,Veruca Salt,0.612,0.848,-9.178,0.0463,0.00291,0.00319,0.0687,0.632,136.196,196573
1873,All Night Long (All Night),Lionel Richie,0.714,0.583,-13.346,0.0391,0.273,0.000813,0.0288,0.849,108.822,382973
1874,Laid,James,0.469,0.974,-4.609,0.0373,0.0264,5.5e-05,0.173,0.675,116.036,157293
1875,Flashing Lights,Kanye West,0.639,0.628,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482,237507
1876,Somebody To Love - Remastered 2011,Queen,0.461,0.69,-6.958,0.0611,0.169,1.01e-06,0.113,0.353,110.915,296480
1877,Afterlife,Arcade Fire,0.638,0.873,-5.545,0.0363,0.0943,0.0395,0.226,0.682,115.95,352755
1878,Can the Circle Be Unbroken,The Carter Family,0.557,0.32,-8.874,0.0372,0.975,0.0,0.11,0.648,98.959,187000
1879,The Heart Of Saturday Night,Tom Waits,0.627,0.11,-18.081,0.0395,0.885,6.46e-06,0.152,0.542,94.013,233093
1880,I Wanna Be Your Lover - Single Version,Prince,0.793,0.442,-11.293,0.0564,0.236,0.00163,0.0662,0.833,115.995,180080
1881,Miserlou,Dick Dale,0.297,0.953,-5.817,0.0625,0.00367,0.875,0.41,0.551,173.317,136000
1882,Box Of Rain - Remastered Version,Grateful Dead,0.524,0.535,-11.217,0.028,0.448,0.0,0.137,0.763,117.692,317440
1883,Bus Stop,The Hollies,0.601,0.698,-8.708,0.0313,0.103,0.0,0.0893,0.787,136.263,174640
1884,Nights,Frank Ocean,0.466,0.548,-9.362,0.118,0.42,1.01e-06,0.113,0.423,89.815,307151
1885,Move It On Over,Hank Williams,0.608,0.388,-11.13,0.0529,0.942,0.000961,0.0924,0.923,166.64,164480
1886,"Star Spangled Banner - Live at The Woodstock Music & Art Fair, August 18, 1969",Jimi Hendrix,0.209,0.898,-9.236,0.177,0.608,0.868,0.428,0.358,109.906,226587
1887,Come Go With Me,The Del-Vikings,0.584,0.576,-11.184,0.0455,0.621,0.000811,0.0925,0.468,131.814,160067
1888,Smiling Faces Sometimes,The Undisputed Truth,0.555,0.554,-8.855,0.025,0.344,5.04e-06,0.0729,0.79,105.24,196893
1889,Peso,A$AP Rocky,0.527,0.831,-6.876,0.27,0.167,0.0,0.0861,0.584,140.017,170307
1890,Too Young,Phoenix,0.622,0.75,-6.367,0.0445,0.0625,0.000133,0.127,0.905,141.324,197973
1891,Under Me Sleng Teng,Wayne Smith,0.826,0.508,-8.713,0.0798,0.148,0.0,0.124,0.91,81.564,247800
1892,Go All The Way,Raspberries,0.305,0.849,-4.892,0.0999,0.548,0.000134,0.0995,0.555,134.287,205347
1893,"4th of July, Asbury Park (Sandy)",Bruce Springsteen,0.487,0.573,-10.242,0.0374,0.23,4.45e-06,0.398,0.496,102.578,334547
1894,Dashboard,Modest Mouse,0.639,0.903,-5.013,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173
1895,Rock & Roll Part 2,Gary Glitter,0.71,0.314,-10.666,0.082,0.000292,0.785,0.0857,0.401,129.124,193253
1896,(Mama) He Treats Your Daughter Mean,Ruth Brown,0.835,0.446,-5.085,0.0603,0.719,0.0,0.0753,0.909,120.238,179013
1897,Moonlight Mile,The Rolling Stones,0.42,0.383,-10.421,0.0269,0.316,0.19,0.12,0.252,130.877,356400
1898,Daddy's Gone,Glasvegas,0.296,0.695,-7.172,0.0383,0.000865,2e-06,0.116,0.302,113.53,262360
1899,Rise,Public Image Ltd.,0.526,0.873,-5.28,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,378360
1900,Crazy Train,Ozzy Osbourne,0.453,0.905,-4.001,0.115,0.36,0.000569,0.26,0.474,137.571,296200
1901,(I Can't Get Me No) Satisfaction,DEVO,0.884,0.634,-12.248,0.142,0.134,0.0336,0.107,0.966,102.111,160693
1902,"To Be Young, Gifted and Black - Remastered",Nina Simone,0.329,0.479,-11.793,0.161,0.907,5.34e-05,0.829,0.307,172.958,608693
1903,Spoonman,Soundgarden,0.268,0.794,-11.034,0.0341,2.85e-05,0.075,0.229,0.903,182.921,246373
1904,I Need You,Nick Cave & The Bad Seeds,0.303,0.464,-10.212,0.0347,0.912,0.00859,0.0979,0.0965,114.379,358027
1905,Don't Wanna Fight,Alabama Shakes,0.597,0.915,-3.298,0.152,0.235,0.0865,0.106,0.555,100.444,232530
1906,Flawless Remix (feat. Nicki Minaj),Beyoncé,0.639,0.659,-7.273,0.215,0.241,8.33e-06,0.484,0.457,136.801,234413
1907,And Your Bird Can Sing - Remastered,The Beatles,0.555,0.65,-6.936,0.0282,0.0067,0.0491,0.236,0.966,132.59,120493
1908,Kerosene,Big Black,0.48,0.978,-9.465,0.0545,0.000309,0.0146,0.329,0.12,101.955,363907
1909,Best of You,Foo Fighters,0.377,0.942,-4.543,0.07,0.00092,8.88e-05,0.126,0.348,129.955,254973
1910,Take It Easy,Eagles,0.573,0.767,-8.097,0.032,0.205,0.0,0.0833,0.722,139.117,210907
1911,Just the Way You Are,Billy Joel,0.589,0.453,-8.912,0.0397,0.703,2.54e-05,0.134,0.513,139.148,290573
1912,Willie And The Hand Jive,Johnny Otis Show,0.778,0.814,-8.97,0.14,0.0989,8.07e-06,0.18,0.921,98.857,154733
1913,In The Aeroplane Over The Sea,Neutral Milk Hotel,0.26,0.724,-5.093,0.033,0.334,0.0,0.114,0.222,93.726,202560
1914,The Rain Song - 1990 Remaster,Led Zeppelin,0.276,0.298,-11.965,0.0264,0.684,0.0573,0.156,0.216,76.56,458667
1915,Call Me (Come Back Home),Al Green,0.664,0.39,-12.991,0.0313,0.614,2.23e-06,0.289,0.65,99.514,187267
1916,Takin' Care Of Business,Bachman-Turner Overdrive,0.735,0.749,-12.441,0.0518,0.0364,0.0,0.135,0.962,129.437,292133
1917,I Wonder Why - Remastered,Dion & The Belmonts,0.266,0.546,-9.012,0.0375,0.709,3.05e-05,0.159,0.946,208.706,138960
1918,It's Your Thing,The Isley Brothers,0.378,0.682,-10.228,0.124,0.0777,2.83e-06,0.0573,0.89,185.273,166507
1919,Run to the Hills - 1998 Remastered Version,Iron Maiden,0.221,0.956,-4.641,0.0876,0.0103,0.000523,0.195,0.432,173.254,233960
1920,minipops 67 [120.2][source field mix],Aphex Twin,0.716,0.83,-7.661,0.0395,0.284,0.887,0.067,0.126,120.194,287587
1921,Hold On,Alabama Shakes,0.574,0.667,-5.425,0.0301,0.206,0.352,0.0852,0.546,88.299,226187
1922,French Kiss - The Original Underground Mix,Lil' Louis,0.689,0.505,-13.846,0.0867,0.0133,0.818,0.345,0.564,123.948,591733
1923,Ghosts - 2003 Digital Remaster,Japan,0.444,0.174,-15.488,0.0447,0.937,0.000483,0.11,0.113,113.73,276600
1924,Knock on Wood,Eddie Floyd,0.864,0.346,-12.918,0.0365,0.277,0.00521,0.0514,0.964,105.164,189840
1925,"Fun, Fun, Fun - Remastered 2001",The Beach Boys,0.505,0.858,-6.927,0.0352,0.293,0.0,0.11,0.973,156.044,125400
1926,Love Like Anthrax,Gang Of Four,0.7,0.706,-9.472,0.249,0.0248,0.73,0.0965,0.374,145.078,264200
1927,No Woman,Whitney,0.581,0.4,-8.739,0.0291,0.893,0.576,0.161,0.433,112.331,237973
1928,Twist and Shout,The Isley Brothers,0.678,0.816,-8.28,0.037,0.509,0.0,0.113,0.87,124.496,147827
1929,All I Wanna Do,Sheryl Crow,0.82,0.528,-11.179,0.0321,0.111,0.0186,0.257,0.931,120.091,272107
1930,We've Only Just Begun,Carpenters,0.374,0.329,-11.638,0.0345,0.801,1.55e-06,0.107,0.361,85.567,185160
1931,Mustang Sally,Wilson Pickett,0.725,0.327,-17.714,0.0387,0.113,0.326,0.214,0.688,110.438,187760
1932,Jubilee Street,Nick Cave & The Bad Seeds,0.341,0.422,-10.596,0.0293,0.43,0.00241,0.22,0.327,83.33,395974
1933,Strawberry Letter 23,Shuggie Otis,0.519,0.483,-12.795,0.0277,0.139,0.000218,0.365,0.772,171.028,239907
1934,Knights of Cydonia,Muse,0.366,0.963,-5.301,0.142,0.000273,0.0122,0.115,0.211,137.114,366213
1935,Letter From An Occupant,The New Pornographers,0.26,0.905,-6.086,0.0493,0.0016,0.000461,0.0619,0.549,141.779,226027
1936,Vomit,Girls,0.515,0.584,-7.3,0.0294,0.00195,0.767,0.101,0.188,117.929,383600
1937,Freak On a Leash,Korn,0.336,0.906,-5.445,0.054,2.63e-05,0.0535,0.336,0.57,103.312,255467
1938,Mad World,Tears For Fears,0.646,0.902,-5.997,0.0455,0.0662,0.0285,0.0621,0.936,118.721,215400
1939,Tous Les Garçons et Les Filles,Françoise Hardy,0.729,0.412,-8.565,0.03,0.678,0.00602,0.168,0.857,107.774,185516
1940,No Good (Start the Dance),The Prodigy,0.645,0.984,-9.233,0.0498,0.00563,0.758,0.133,0.175,145.001,377893
1941,"What's The Frequency, Kenneth?",R.E.M.,0.367,0.922,-4.53,0.0343,0.177,0.308,0.174,0.712,94.733,239467
1942,Why Can't We Live Together,Timmy Thomas,0.87,0.455,-15.31,0.0342,0.575,0.648,0.051,0.961,105.658,277973
1943,Bohemian Like You,The Dandy Warhols,0.584,0.931,-6.158,0.0344,0.00315,0.772,0.133,0.694,131.275,211707
1944,Girl From Mars,Ash,0.247,0.764,-7.718,0.0472,0.00542,0.0,0.16,0.503,154.707,210200
1945,Clean up Woman,Betty Wright,0.865,0.652,-9.046,0.143,0.566,0.000919,0.0833,0.829,90.081,169533
1946,Statesboro Blues,Blind Willie McTell,0.573,0.267,-9.051,0.0547,0.973,0.000388,0.106,0.437,90.522,152853
1947,Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667
1948,Five Seconds,Twin Shadow,0.468,0.88,-5.086,0.057,0.0019,0.00704,0.409,0.648,176.972,260013
1949,House Of Fun,Madness,0.725,0.934,-4.684,0.0288,0.465,0.00116,0.169,0.985,127.39,171707
1950,Where Did You Sleep Last Night,Nirvana,0.559,0.565,-8.534,0.0498,0.668,0.000315,0.272,0.344,108.241,308307
1951,The Jean Genie - 2013 Remastered Version,David Bowie,0.583,0.612,-7.101,0.0311,0.355,8.55e-06,0.444,0.774,128.252,247450
1952,What The World Needs Now Is Love - Remastered,Jackie DeShannon,0.444,0.389,-9.743,0.0291,0.861,0.0,0.113,0.427,105.806,187200
1953,Can I Kick It?,A Tribe Called Quest,0.867,0.554,-13.634,0.249,0.161,0.0103,0.111,0.766,96.668,252067
1954,Cocaine,J.J. Cale,0.798,0.403,-14.29,0.0441,0.383,0.36,0.114,0.584,103.681,172133
1955,Pink Houses,John Mellencamp,0.634,0.809,-5.044,0.0277,0.0533,3.39e-06,0.0823,0.641,115.149,284000
1956,Ring The Alarm,Tenor Saw,0.656,0.533,-7.286,0.182,0.155,0.0,0.248,0.494,170.525,191893
1957,Building Steam With A Grain Of Salt,DJ Shadow,0.614,0.833,-9.209,0.0297,0.442,0.934,0.0923,0.469,164.717,399027
1958,Yeah! (feat. Lil Jon & Ludacris),Usher,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,250373
1959,"Fingertips Pts. 1 & 2 - Live At The Regal Theater, Chicago/1962",Stevie Wonder,0.458,0.783,-8.317,0.27,0.364,0.402,0.424,0.495,141.364,397560
1960,Senses Working Overtime - Remastered,XTC,0.68,0.665,-11.886,0.0355,0.0289,0.0289,0.659,0.862,129.899,290667
1961,Heads Will Roll,Yeah Yeah Yeahs,0.562,0.903,-4.46,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000
1962,I Fought the Law,The Clash,0.523,0.902,-6.689,0.0531,0.019,0.000167,0.112,0.879,151.223,161360
1963,Handle With Care - 2007 Remastered,Traveling Wilburys,0.679,0.783,-5.98,0.0288,0.121,0.0,0.219,0.715,115.086,199586
1964,Formed A Band,Art Brut,0.248,0.907,-2.576,0.0799,0.00138,0.158,0.113,0.607,136.41,170307
1965,Karma Chameleon,Culture Club,0.661,0.552,-12.385,0.0337,0.214,0.0,0.206,0.928,92.056,252760
1966,Insane in the Brain,Cypress Hill,0.897,0.612,-10.489,0.211,0.0297,0.186,0.0894,0.767,102.305,208267
1967,Poison Arrow,ABC,0.728,0.879,-5.861,0.0933,0.217,0.013,0.0984,0.764,125.853,204267
1968,We Are The World,U.S.A. For Africa,0.528,0.447,-15.255,0.0435,0.189,0.0,0.0745,0.292,72.58,427333
1969,Tonight's The Night,Neil Young,0.557,0.131,-18.698,0.0471,0.319,1.79e-06,0.128,0.411,107.911,281933
1970,Woodstock,"Crosby, Stills, Nash & Young",0.458,0.539,-12.402,0.0571,0.121,0.00944,0.17,0.56,118.928,233773
1971,Stormy Weather,Lena Horne,0.458,0.163,-11.185,0.0368,0.975,1.67e-05,0.0992,0.375,125.189,199760
1972,By The Time I Get To Phoenix - Remastered 2001,Glen Campbell,0.218,0.336,-12.997,0.0301,0.0743,1.61e-06,0.134,0.232,176.66,164200
1973,Icky Thump,The White Stripes,0.425,0.62,-7.821,0.0864,0.0214,0.0112,0.074,0.332,94.996,255147
1974,What Is Life - 2001 Remastered Version,George Harrison,0.448,0.736,-9.324,0.0391,0.00129,6.52e-05,0.329,0.78,131.14,264320
1975,Surf City,Jan & Dean,0.534,0.807,-12.871,0.0349,0.497,5e-05,0.232,0.964,147.843,147267
1976,Best to You,Blood Orange,0.658,0.785,-8.513,0.036,0.181,0.00223,0.724,0.345,125.015,225748
1977,Kowalski,Primal Scream,0.355,0.952,-6.078,0.209,0.0021,0.629,0.695,0.331,180.714,347133
1978,All Of The Lights,Kanye West,0.546,0.796,-3.263,0.0639,0.0909,2.73e-05,0.19,0.254,142.123,299613
1979,If I Ever Feel Better,Phoenix,0.755,0.553,-9.449,0.107,0.0492,0.00607,0.0646,0.836,119.7,266600
1980,Master Blaster (Jammin'),Stevie Wonder,0.877,0.422,-14.933,0.0546,0.04,0.000406,0.182,0.97,131.103,307933
1981,It's My Life - 1997 Remaster,Talk Talk,0.627,0.802,-8.432,0.0348,0.197,0.784,0.404,0.867,126.283,232400
